Recipe Title,Recipe URL,Ingredients
Beef Ramen with Broccoli,https://cookpad.com/eng/recipes/25169980,"Ingredients 45 minutes 2 servings 1 Tbs vinegar 4-6 Tbs low sodium soy sauce , divided 2 Tbs cornstarch , divided 2 Tbs minced garlic 1 pound your favorite cheaper cut of steak 2 packages beef ramen, save the flavor packets 2 Tbs oyster sauce 1 tsp sugar 3-4 Tbs neutral cooking oil 1 bag frozen broccoli 3/4 cup cold water 1 tsp red pepper flakes 1 Tbs vinegar 4-6 Tbs low sodium soy sauce , divided 2 Tbs cornstarch , divided 2 Tbs minced garlic 1 pound your favorite cheaper cut of steak 2 packages beef ramen, save the flavor packets 2 Tbs oyster sauce 1 tsp sugar 3-4 Tbs neutral cooking oil 1 bag frozen broccoli 3/4 cup cold water 1 tsp red pepper flakes"
Diet Garden Sushi Recipe | How to Enjoy It Light and Refreshing 🫜🍙,https://cookpad.com/eng/recipes/25078669,Ingredients 10 Minutes 1 serving Inari sushi leaves Perilla Arugula leaves Sedum Tofu Mung bean jelly Carrot Paprika Radish Sauce 2 Tbsp Mayonnaise 1 Tbsp Agave syrup 1 tsp Lemon juice Inari sushi leaves Perilla Arugula leaves Sedum Tofu Mung bean jelly Carrot Paprika Radish Sauce 2 Tbsp Mayonnaise 1 Tbsp Agave syrup 1 tsp Lemon juice
Chicken Teriyaki (meal prep friendly),https://cookpad.com/eng/recipes/25038367,Ingredients 3 servings Chicken Marinade 450 g chicken breast 1 tbsp Sesame Oil 1/2 tsp pepper Teriyaki Sauce 3 tbsp light brown sugar 3 tbsp light soy sauce 1 tbsp sesame oil 1 tsp apple cider vinegar 1 tsp ginger (grated) 1 tsp garlic (grated) 1/2 cup water 1.5 tsp cornstarch Other ingredients 1/4 tsp salt for seasoning 1/4 tsp pepper for seasoning 1 tsp sesame seeds for garnish 2 tbsp spring onion greens for garnish Chicken Marinade 450 g chicken breast 1 tbsp Sesame Oil 1/2 tsp pepper Teriyaki Sauce 3 tbsp light brown sugar 3 tbsp light soy sauce 1 tbsp sesame oil 1 tsp apple cider vinegar 1 tsp ginger (grated) 1 tsp garlic (grated) 1/2 cup water 1.5 tsp cornstarch Other ingredients 1/4 tsp salt for seasoning 1/4 tsp pepper for seasoning 1 tsp sesame seeds for garnish 2 tbsp spring onion greens for garnish
Spicy hollandaise beef ramen,https://cookpad.com/eng/recipes/24134128,Ingredients 10-20 min 2-3 servings 2 cups water Half a package of hollandaise powder for making hollandaise sauce the more you use the creamier it becomes I used frozen meatballs . You could pretty much use any type of meat or ball you have that's frozen 1 half a sweet onion cut it however and you'd like to eat it One package of instant noodles 2 cups water Half a package of hollandaise powder for making hollandaise sauce the more you use the creamier it becomes I used frozen meatballs . You could pretty much use any type of meat or ball you have that's frozen 1 half a sweet onion cut it however and you'd like to eat it One package of instant noodles
Crispy Spring Vegetable Tempura Rice Bowl (Tendon) 🌿🌼🍚,https://cookpad.com/eng/recipes/25009924,"Ingredients 20 minutes 1 serving Seasonal spring greens (minari, chamnamul, or your favorite herbs) Vegetables (onion, potato , zucchini ) 1 cup Tempura flour 150 ml Cold water or sparkling water 1 Egg Cooking oil (for frying) 1 Bowl steamed rice Sauce 3 Tbsp Soy sauce 2 Tbsp Cooking wine 1 Tbsp Sugar 2 Tbsp Kelp water (or plain water) Seasonal spring greens (minari, chamnamul, or your favorite herbs) Vegetables (onion, potato , zucchini ) 1 cup Tempura flour 150 ml Cold water or sparkling water 1 Egg Cooking oil (for frying) 1 Bowl steamed rice Sauce 3 Tbsp Soy sauce 2 Tbsp Cooking wine 1 Tbsp Sugar 2 Tbsp Kelp water (or plain water)"
Shrimp teriyaki bowl,https://cookpad.com/eng/recipes/25001060,Ingredients 15 min 2 servings 1 bag small shrimp 1 package sticky rice 1/2 cup pickled Asian vegetables Japanese barbecue sauce 1 cup steamed edamame Marinated cucumbers Rice vinegar Chili oil Minced garlic Coconut aminos 1 bag small shrimp 1 package sticky rice 1/2 cup pickled Asian vegetables Japanese barbecue sauce 1 cup steamed edamame Marinated cucumbers Rice vinegar Chili oil Minced garlic Coconut aminos
Salmon Sushi Bake,https://cookpad.com/eng/recipes/24974801,Ingredients 15 minutes 2 servings Salmon Mixture 1 cup Shredded salmon 2 tbsp Kewpie mayo 1 tbsp Sriracha 1 tsp Soy sauce Seasoned Rice 1 cup Cooked rice 1 tsp Sugar 1 tsp Sesame oil 1 tsp Rice wine vinegar Toppings 1 tsp Kewpie mayo (for topping) 1 tsp Sriracha (for topping) 1 tbsp Furikake (for topping) 2 packs Seaweed Snacks (for wrapping) Salmon Mixture 1 cup Shredded salmon 2 tbsp Kewpie mayo 1 tbsp Sriracha 1 tsp Soy sauce Seasoned Rice 1 cup Cooked rice 1 tsp Sugar 1 tsp Sesame oil 1 tsp Rice wine vinegar Toppings 1 tsp Kewpie mayo (for topping) 1 tsp Sriracha (for topping) 1 tbsp Furikake (for topping) 2 packs Seaweed Snacks (for wrapping)
Braised Stuffed Bitter Melon & Tofu w/ Tomato Fish Sauce | Khổ Qua & Đậu Hủ Dồn Thịt Kho Sốt Cà,https://cookpad.com/eng/recipes/24955232,"Ingredients 1 hr 15 minutes 6 people Ground pork stuffing 1.5 lbs ground pork (80% lean) 1 bundle glass noodles (hydrated, dried, & chopped to size) 1 oz dried shredded fungus mushrooms (hydrated, dried, & chopped to size) 3 scallion heads (minced) 1 shallot (minced) 1 Tbs sugar 1/4 tsp msg 1.5 tsp ground black pepper 2 tsp chicken bouillon granulate 1 Tbs fish sauce 3/4 tsp sea salt 1 large egg Braised Tomato fish sauce 5 Roma tomatoes (diced) 1/2 small white onion (minced) 5 cloves garlic (minced) 1 shallot (minced) 1 Tbs Sugar 1.5 tsp chicken bouillon granulate 2 Tbs Fish sauce 1 tsp ground black pepper Other Essentials 2 bitter melons 5 pcs squared fried tofu as needed Neutral cooking oil Green onions (chopped) Fried shallots Thai chili Ground pork stuffing 1.5 lbs ground pork (80% lean) 1 bundle glass noodles (hydrated, dried, & chopped to size) 1 oz dried shredded fungus mushrooms (hydrated, dried, & chopped to size) 3 scallion heads (minced) 1 shallot (minced) 1 Tbs sugar 1/4 tsp msg 1.5 tsp ground black pepper 2 tsp chicken bouillon granulate 1 Tbs fish sauce 3/4 tsp sea salt 1 large egg Braised Tomato fish sauce 5 Roma tomatoes (diced) 1/2 small white onion (minced) 5 cloves garlic (minced) 1 shallot (minced) 1 Tbs Sugar 1.5 tsp chicken bouillon granulate 2 Tbs Fish sauce 1 tsp ground black pepper Other Essentials 2 bitter melons 5 pcs squared fried tofu as needed Neutral cooking oil Green onions (chopped) Fried shallots Thai chili"
Chicken Teriyaki Bowl,https://cookpad.com/eng/recipes/24930858,"Ingredients 2 servings 1 pinch Salt 1-2 tbsp (to thin) Water 1/2 clove Garlic (minced) 1/2 tsp Ginger (grated) 1 tsp Lime juice 1 tsp Honey 1 tbsp Rice vinegar 1 tbsp Soy sauce 2 tbsp Peanut butter 200 g (cooked) White rice 1 tsp Sesame seeds 20 g Crispy wonton strips 40 g Cucumber (diced) 40 g Carrot (julienned) 60 g Cabbage (shredded) 80 g Broccoli florets 60 g Edamame (shelled) 200 g (cooked, diced) Teriyaki marinated chicken 1 pinch Salt 1-2 tbsp (to thin) Water 1/2 clove Garlic (minced) 1/2 tsp Ginger (grated) 1 tsp Lime juice 1 tsp Honey 1 tbsp Rice vinegar 1 tbsp Soy sauce 2 tbsp Peanut butter 200 g (cooked) White rice 1 tsp Sesame seeds 20 g Crispy wonton strips 40 g Cucumber (diced) 40 g Carrot (julienned) 60 g Cabbage (shredded) 80 g Broccoli florets 60 g Edamame (shelled) 200 g (cooked, diced) Teriyaki marinated chicken"
Teriyaki Filet with Vegetables,https://cookpad.com/eng/recipes/24929784,"Ingredients 2 servings 200 g Filet 1 small Zucchini 50 g Water chestnuts 1/2 head Broccoli 1/2 Onion 3 tbsp P.F. Chang’s teriyaki sauce 2 servings Cooked rice 1 tsp (optional, for garnish) Sesame seeds 1 tbsp Oil 200 g Filet 1 small Zucchini 50 g Water chestnuts 1/2 head Broccoli 1/2 Onion 3 tbsp P.F. Chang’s teriyaki sauce 2 servings Cooked rice 1 tsp (optional, for garnish) Sesame seeds 1 tbsp Oil"
Salmon Sushi Rice Bowl,https://cookpad.com/eng/recipes/24929740,Ingredients 1 serving 1 piece (about 120g) Salmon fillet 150 g Sushi rice (cooked according to package) 1/4 (sliced) Cucumber 1/2 (diced) Avocado 40 g Edamame (shelled) 30 g Shredded carrot 2 tbsp Spicy mayo 1/4 tsp Salt 1/4 tsp Pepper 1 tsp Oil 1 piece (about 120g) Salmon fillet 150 g Sushi rice (cooked according to package) 1/4 (sliced) Cucumber 1/2 (diced) Avocado 40 g Edamame (shelled) 30 g Shredded carrot 2 tbsp Spicy mayo 1/4 tsp Salt 1/4 tsp Pepper 1 tsp Oil
Steak Donburi,https://cookpad.com/eng/recipes/24776922,Ingredients 45 mins 2 servings 2 pieces filet mignon 2 medium sweet onions 1 cup cooked rice 2 tablespoons soy sauce 1 tablespoon sake 1 tablespoon mirin 1 tablespoon bonito flakes 1 teaspoon sugar wasabi to taste 2 pieces filet mignon 2 medium sweet onions 1 cup cooked rice 2 tablespoons soy sauce 1 tablespoon sake 1 tablespoon mirin 1 tablespoon bonito flakes 1 teaspoon sugar wasabi to taste
Spicy Tuna Sushi Roll,https://cookpad.com/eng/recipes/24815680,"Ingredients 5 minutes when using rice cooker to prepare rice. 2 servings 1 cup (uncooked) Sushi rice 200 g, sliced into small cubes Sushi-grade tuna . Season tuna with Shichimi Togarashi, or your favorite spices 1 , sliced Avocado 2 tablespoons Panko breadcrumbs 2 sheets Roasted seaweed nori 2 tablespoons Sriracha 2 tablespoons Rice vinegar 1 large pinch Salt for serving Soy sauce for serving Wasabi 1 cup (uncooked) Sushi rice 200 g, sliced into small cubes Sushi-grade tuna . Season tuna with Shichimi Togarashi, or your favorite spices 1 , sliced Avocado 2 tablespoons Panko breadcrumbs 2 sheets Roasted seaweed nori 2 tablespoons Sriracha 2 tablespoons Rice vinegar 1 large pinch Salt for serving Soy sauce for serving Wasabi"
Restaurant Style Teriyaki Chicken,https://cookpad.com/eng/recipes/24811168,Ingredients 1 hr 2 servings Marinade 1 lb boneless chicken thighs 1/4 cup soy sauce 1/8 cup mirin 1/8 cup sugar 1/2 tsp salt 1/2 tsp pepper 1/2 tsp chicken bouillon powder 1/2 tsp paprika 1/2 tsp garlic powder Glaze 1 tbsp cornstarch 1 tbsp honey Toppings 1 tsp sesame seeds 1 green onion 1 cup white rice Marinade 1 lb boneless chicken thighs 1/4 cup soy sauce 1/8 cup mirin 1/8 cup sugar 1/2 tsp salt 1/2 tsp pepper 1/2 tsp chicken bouillon powder 1/2 tsp paprika 1/2 tsp garlic powder Glaze 1 tbsp cornstarch 1 tbsp honey Toppings 1 tsp sesame seeds 1 green onion 1 cup white rice
Chicken Teriyaki with Crispy Skin,https://cookpad.com/eng/recipes/24763674,"Ingredients Sauce 4 tbsp sake (or substitute water/ broth ) 6 tbsp low sodium soy sauce 4 tbsp mirin 2 tbsp brown sugar 1 tbsp honey 1 small clove garlic , smashed 1 small piece ginger, peeled Tiny squeeze of fresh orange juice 1 tbsp cornstarch + 2 tbsp water (for slurry) Chicken 2 –2.5 lbs boneless , skin-on chicken thighs (or bone -in and de bone d) Kosher salt Avocado oil (or other neutral oil) To Serve Cooked sushi rice Baby bok choy (about 2 heads) Salt + splash of water (for bok choy ) Toasted sesame seeds Sauce 4 tbsp sake (or substitute water/ broth ) 6 tbsp low sodium soy sauce 4 tbsp mirin 2 tbsp brown sugar 1 tbsp honey 1 small clove garlic , smashed 1 small piece ginger, peeled Tiny squeeze of fresh orange juice 1 tbsp cornstarch + 2 tbsp water (for slurry) Chicken 2 –2.5 lbs boneless , skin-on chicken thighs (or bone -in and de bone d) Kosher salt Avocado oil (or other neutral oil) To Serve Cooked sushi rice Baby bok choy (about 2 heads) Salt + splash of water (for bok choy ) Toasted sesame seeds"
30-minute Gyudon,https://cookpad.com/eng/recipes/24744918,Ingredients 30 mins 2 servings 1 lb thinly sliced beef 1 knob ginger 1 medium onion .5 cup Dashi stock 5 tbsp mirin 5 tbsp soy sauce 5 tsp sugar 1/2 tsp sesame oil 1 cup cooked rice 2 Fried eggs (optional) 1 green onion 1/2 tsp togarashi 1 lb thinly sliced beef 1 knob ginger 1 medium onion .5 cup Dashi stock 5 tbsp mirin 5 tbsp soy sauce 5 tsp sugar 1/2 tsp sesame oil 1 cup cooked rice 2 Fried eggs (optional) 1 green onion 1/2 tsp togarashi
Sushi Bowl,https://cookpad.com/eng/recipes/24737535,"Ingredients 20 minutes 1 servings 1 cup Brown rice 100 g Krab 1/2 , sliced Avocado 2 , chopped Green onions 100 g Seaweed salad 1 , sliced Persian cucumber 1 tablespoons Spicy mayo 1 teaspoon Sriracha 2 tablespoons Fried onions (optional) Sesame seeds (optional) 1 cup Brown rice 100 g Krab 1/2 , sliced Avocado 2 , chopped Green onions 100 g Seaweed salad 1 , sliced Persian cucumber 1 tablespoons Spicy mayo 1 teaspoon Sriracha 2 tablespoons Fried onions (optional) Sesame seeds (optional)"
Ramen Egg and Tontoro,https://cookpad.com/eng/recipes/24731064,Ingredients 2 servings 2 Eggs Light soy sauce enough to cover half egg . Mix with water to cover whole egg 1 tablespoon Sugar 1 teaspoon Sake 200 g Pork tontoro 1 tablespoon Honey 1 clove Chopped garlic 2 Eggs Light soy sauce enough to cover half egg . Mix with water to cover whole egg 1 tablespoon Sugar 1 teaspoon Sake 200 g Pork tontoro 1 tablespoon Honey 1 clove Chopped garlic
Yuzu Salmon Onigiri,https://cookpad.com/eng/recipes/24666547,Ingredients 10 mins 2 servings 1 cup rice 2 tbsp furikake 1 tsp sesame oil 2 tbsp salmon flakes 1 tsp kewpie mayo 1 tsp sriracha 1/2 tsp yuzu paste 2 pieces onigiri seaweed 1 cup rice 2 tbsp furikake 1 tsp sesame oil 2 tbsp salmon flakes 1 tsp kewpie mayo 1 tsp sriracha 1/2 tsp yuzu paste 2 pieces onigiri seaweed
Sweet Onion Teriyaki Crockpot Meatballs,https://cookpad.com/eng/recipes/24629442,"Ingredients 2-3hrs 14-16 servings 2 Pkgs. Family Size Homestyle Meatballs , thawed 2 Bottles Subway Sweet Onion Teriyaki Sauce 2 Pkgs. Family Size Homestyle Meatballs , thawed 2 Bottles Subway Sweet Onion Teriyaki Sauce"
Sushi California roll bowl,https://cookpad.com/eng/recipes/24615026,"Ingredients Cooked jasmine rice 1 avocado , diced 1 English cucumber diced Imitation crab meat , diced 1 tablespoon rice vinegar 1 pinch sugar 3 tablespoons mayo 1-2 tablespoons Sriracha sauce Soy sauce Seaweed chips Cooked jasmine rice 1 avocado , diced 1 English cucumber diced Imitation crab meat , diced 1 tablespoon rice vinegar 1 pinch sugar 3 tablespoons mayo 1-2 tablespoons Sriracha sauce Soy sauce Seaweed chips"
Yaki Onigiri,https://cookpad.com/eng/recipes/24569268,Ingredients 4 servings 2 cups cooked rice 1 teaspoon soft furikake 1 tablespoon avocado oil 2 square sheets nori cut in half 2 cups cooked rice 1 teaspoon soft furikake 1 tablespoon avocado oil 2 square sheets nori cut in half
Chili Sauce Chicken Sando,https://cookpad.com/eng/recipes/24583626,Ingredients 25 mins 2 chicken thighs 1 egg 2 tbsp flour 1 cup panko 1 cup oil 1/2 tsp onion powder 1/2 tsp garlic powder 1 tbsp Japanese Worcestershire 1 tbsp kewpie mayo 1/2 tbsp tonkatsu sauce 1 tsp chili oil (Fly by Jing) Handful arugula 2 chicken thighs 1 egg 2 tbsp flour 1 cup panko 1 cup oil 1/2 tsp onion powder 1/2 tsp garlic powder 1 tbsp Japanese Worcestershire 1 tbsp kewpie mayo 1/2 tbsp tonkatsu sauce 1 tsp chili oil (Fly by Jing) Handful arugula
Sushi Bake Sandwich,https://cookpad.com/eng/recipes/24567208,Ingredients 10 minutes 1 serving 4 oz imitation crab 4 oz canned tuna (drained) 2 bread slices Avocado Eel sauce Sauce Green onion 1 tbsp kewpie mayo 1 tbsp Sriracha 1.5 tbsp cream cheese Furikake 4 oz imitation crab 4 oz canned tuna (drained) 2 bread slices Avocado Eel sauce Sauce Green onion 1 tbsp kewpie mayo 1 tbsp Sriracha 1.5 tbsp cream cheese Furikake
Spicy Thai Chicken Tempura,https://cookpad.com/eng/recipes/24525497,Ingredients 40 mins 2+ 1 1/2lb boneless chicken (strips/cubed) Salt and Pepper to taste Batter 1 egg (beaten) 1 cup ice cold water 1 cup flour Oil for frying For Sauté 2 Tbsp oil 1 large green pepper cut to squares 1 onion cut to square 1 1/2lb boneless chicken (strips/cubed) Salt and Pepper to taste Batter 1 egg (beaten) 1 cup ice cold water 1 cup flour Oil for frying For Sauté 2 Tbsp oil 1 large green pepper cut to squares 1 onion cut to square
Oyakodon,https://cookpad.com/eng/recipes/24490410,Ingredients 1 serving Dashi Broth 2 cups of water 1 piece Kombu sea kelp half cup of bonito fish flakes 1 tsp Salt 3 tbsp Soy Sauce 3 tbsp Mirin 2 tbsp Sake 1 tsp sugar (optional) Oyakodon 2 skin-on chicken thighs 1/2 a whole onion 1 1/2 cup dashi broth 2 eggs scrambled 4 tender parsley stems dash sichimi togarashi Dashi Broth 2 cups of water 1 piece Kombu sea kelp half cup of bonito fish flakes 1 tsp Salt 3 tbsp Soy Sauce 3 tbsp Mirin 2 tbsp Sake 1 tsp sugar (optional) Oyakodon 2 skin-on chicken thighs 1/2 a whole onion 1 1/2 cup dashi broth 2 eggs scrambled 4 tender parsley stems dash sichimi togarashi
Sushi bake,https://cookpad.com/eng/recipes/24442814,"Ingredients 1 cup cooked rice 1 tbsp rice vinegar Sesame oil 1.5 pkg imitation crab , chopped Garlic powder Onion powder Paprika 1/4 cup mayo 1.5 heaping tbsps cream cheese Furikake Sriracha Sesame seeds Green onion Spicy mayo Cucumber sheets Nori 1 cup cooked rice 1 tbsp rice vinegar Sesame oil 1.5 pkg imitation crab , chopped Garlic powder Onion powder Paprika 1/4 cup mayo 1.5 heaping tbsps cream cheese Furikake Sriracha Sesame seeds Green onion Spicy mayo Cucumber sheets Nori"
Salmon sushi cups,https://cookpad.com/eng/recipes/17173326,Ingredients 20 minutes 2 servings sheets nori seaweed Sticky rice Salmon Yum Yum sauce (I use G Hughes) Avocado oil spray Avocado optional sheets nori seaweed Sticky rice Salmon Yum Yum sauce (I use G Hughes) Avocado oil spray Avocado optional
Japanese Curry,https://cookpad.com/eng/recipes/17208987,Ingredients 1 pork chop 2 shrimp Some squid 1 pack curry sauce 1 cup rice Bread crumbs 1 egg Cooking oil 1 pork chop 2 shrimp Some squid 1 pack curry sauce 1 cup rice Bread crumbs 1 egg Cooking oil
Spam Onigiri,https://cookpad.com/eng/recipes/24269194,Ingredients 1 (3pieces) Freshly cooked rice 1/2 small can of spam 1 egg 1 tsp sugar Few drops of Oil Nori Sauce 1 tsp soy sauce 1 tsp sugar Freshly cooked rice 1/2 small can of spam 1 egg 1 tsp sugar Few drops of Oil Nori Sauce 1 tsp soy sauce 1 tsp sugar
Crockpot Soy ~ Teriyaki Chicken,https://cookpad.com/eng/recipes/24152744,"Ingredients 1 pack (about 5 pounds) chicken thighs , boneless / skinless 1/4 cup soy sauce 1/2 cup teriyaki sauce 2 cans (14.5 ounces) diced tomatoes 1 bag (16 ounces) Asian Stir Fry blend 1/8 teaspoon black pepper 1/8 teaspoon crushed red pepper 10 cloves garlic, minced 1 cup packed light brown sugar Cooked white rice 1 pack (about 5 pounds) chicken thighs , boneless / skinless 1/4 cup soy sauce 1/2 cup teriyaki sauce 2 cans (14.5 ounces) diced tomatoes 1 bag (16 ounces) Asian Stir Fry blend 1/8 teaspoon black pepper 1/8 teaspoon crushed red pepper 10 cloves garlic, minced 1 cup packed light brown sugar Cooked white rice"
Shrimp Doria (Japanese Rice Gratin) 🍤,https://cookpad.com/eng/recipes/17091731,"Ingredients ~1 hour 10 to 12 servings Bottom Layer (Butter Rice): 5-6 cups cooked rice 3 Tablespoons unsalted butter 2 carrots , shredded 1/2 sweet onion , finely diced 1/2 teaspoon garlic powder 3/4-1 teaspoon salt (or more to taste) Middle Layer (Béchamel Sauce): 3 Tablespoons unsalted butter 6 Tablespoons flour 2 and 1/2 cups milk 3/4 cup Dashi stock (or chicken stock ) 1 cube chicken bouillon , crushed 8 oz mushrooms , roughly chopped 1/2 sweet onion , finely diced 1/2 teaspoon salt 1 lb shrimp , peeled and deveined Top Layer (Cheese): Up to 2 cups shredded cheese (I used about 1.5 cups of a combination of mozzarella and Parmesan ) Miscellaneous: Additional butter and olive oil for frying Freshly ground pepper Bottom Layer (Butter Rice): 5-6 cups cooked rice 3 Tablespoons unsalted butter 2 carrots , shredded 1/2 sweet onion , finely diced 1/2 teaspoon garlic powder 3/4-1 teaspoon salt (or more to taste) Middle Layer (Béchamel Sauce): 3 Tablespoons unsalted butter 6 Tablespoons flour 2 and 1/2 cups milk 3/4 cup Dashi stock (or chicken stock ) 1 cube chicken bouillon , crushed 8 oz mushrooms , roughly chopped 1/2 sweet onion , finely diced 1/2 teaspoon salt 1 lb shrimp , peeled and deveined Top Layer (Cheese): Up to 2 cups shredded cheese (I used about 1.5 cups of a combination of mozzarella and Parmesan ) Miscellaneous: Additional butter and olive oil for frying Freshly ground pepper"
Curry teriyaki tofu,https://cookpad.com/eng/recipes/24139420,Ingredients 1 block extra firm tofu 2 tbsp cornstarch 1/2 tbsp oil 1 tsp curry powder 4 tbsp teriyaki sauce Lime juice 1 block extra firm tofu 2 tbsp cornstarch 1/2 tbsp oil 1 tsp curry powder 4 tbsp teriyaki sauce Lime juice
Japanese Curry with Chicken,https://cookpad.com/eng/recipes/16839264,"Ingredients ~45 minutes 6 to 8 servings 2 large chicken breasts (about 1.5 lb) 4 teaspoons baking soda 3 carrots 1 red bell pepper 1 medium-sized sweet onion 1 sweet potato 1 large potato (or 3 to 4 small ones) 1/2 package (or one foil-sealed square portion, 110 g) Golden Curry 4 Tablespoons ketchup Cooked Rice for serving 2 teaspoons Worcestershire sauce 2 large chicken breasts (about 1.5 lb) 4 teaspoons baking soda 3 carrots 1 red bell pepper 1 medium-sized sweet onion 1 sweet potato 1 large potato (or 3 to 4 small ones) 1/2 package (or one foil-sealed square portion, 110 g) Golden Curry 4 Tablespoons ketchup Cooked Rice for serving 2 teaspoons Worcestershire sauce"
California Farm Slow Oven Cooked Wagyu Beef Sushi,https://cookpad.com/eng/recipes/24001396,"Ingredients 4 hours 2 people, eight sushi rolls. For the nigiri sushi: 1/2 pound wagyu beef filet , or 1/2 pound beef regular filet with half pound papaya slice 1/2 teaspoon flaked seasalt 1/2 cup Nishiki California sushi rice , rinsed, or equivalent 1 cup cold water 2 Tsp rice vinegar California Farm Jasmine Rice Vinegar From Scratch 2 Tsp palm sugar For the miso soup: 3 cups water 2 Tsp bonito dashi dry fish flakes 1 Tsp light soy sauce 2 Tbs Natto paste 1 Tbs freshly cut and chopped green garlic scapes 1 Tbs dried seaweed 1 Tbs diced firm tofu California Farm Fresh Firm Tofu from scratch 1 Tbs freshly grated radishes 1 Tbs gari pickled ginger California Farm Gari Pickled Sushi Ginger 1 Tsp wasabi paste 1 Tsp light soy sauce Equipment: glass bowl, sharp knife Cost: wagyu beef $12, regular beef $5, papaya slice $1, other $2, per dinner $7 to $4 per person For the nigiri sushi: 1/2 pound wagyu beef filet , or 1/2 pound beef regular filet with half pound papaya slice 1/2 teaspoon flaked seasalt 1/2 cup Nishiki California sushi rice , rinsed, or equivalent 1 cup cold water 2 Tsp rice vinegar California Farm Jasmine Rice Vinegar From Scratch 2 Tsp palm sugar For the miso soup: 3 cups water 2 Tsp bonito dashi dry fish flakes 1 Tsp light soy sauce 2 Tbs Natto paste 1 Tbs freshly cut and chopped green garlic scapes 1 Tbs dried seaweed 1 Tbs diced firm tofu California Farm Fresh Firm Tofu from scratch 1 Tbs freshly grated radishes 1 Tbs gari pickled ginger California Farm Gari Pickled Sushi Ginger 1 Tsp wasabi paste 1 Tsp light soy sauce Equipment: glass bowl, sharp knife Cost: wagyu beef $12, regular beef $5, papaya slice $1, other $2, per dinner $7 to $4 per person"
Spicy Tempura Prawn,https://cookpad.com/eng/recipes/22604008,"Ingredients 50 min 4 servings 2 cups cake flour 2 cups cornstarch 2 cups ice cold water 1/2 tsp. iodized salt 1 tsp. sugar 4 tsps. baking powder Japanese bread crumbs Sauce 1 cup Kikkoman soy sauce 1 cup water Splash mirin as needed Sugar, Grated ginger Grated daikon ( radish ) 2 cups cake flour 2 cups cornstarch 2 cups ice cold water 1/2 tsp. iodized salt 1 tsp. sugar 4 tsps. baking powder Japanese bread crumbs Sauce 1 cup Kikkoman soy sauce 1 cup water Splash mirin as needed Sugar, Grated ginger Grated daikon ( radish )"
California Farm Crab Stick Sushi Rolls,https://cookpad.com/eng/recipes/23924751,"Ingredients 20 minutes, prep 10 minutes 4 people, 4 sushi rolls For a half pound imitation Kanikama crabsticks: 3 medium fresh farm eggs 1 cup unsweetened organic soy milk 1 Tbs anchovy paste 1 Tbs dashi 1 Tsp black caviar , Icelandic 2 Tbs achiote paste For the sushi roll: 4 sheets Nori seaweed 4 Tbs rice vinegar 4 Tsp Japanese Kewpie mayonnaise California Farm Made Kewpie Mayonnaise 4 Tsp Habanero pepper sauce 4 Tsp gari , slivered California Farm Gari Pickled Sushi Ginger 4 Tsp black caviar , Icelandic 4 Tsp soy sauce Half cup sushi rice 1 small ripe Avocado to make 8 slices 1 small persian cucumber to make 8 slices Equipment: I use a bamboo placemat to tighten the rolls, wok, steamer, lid, ziplock bag, 5 porcelain egg spoons Cost: caviar $1, anchovy paste 50 cents, dashi 50 cents, eggs 60 cents, soymilk 50 cents, avocado 50 cents, cucumber 50 cents, nori seeweed sheets 40 cents, rice, other 50 cents, per sushi roll $1.25 For a half pound imitation Kanikama crabsticks: 3 medium fresh farm eggs 1 cup unsweetened organic soy milk 1 Tbs anchovy paste 1 Tbs dashi 1 Tsp black caviar , Icelandic 2 Tbs achiote paste For the sushi roll: 4 sheets Nori seaweed 4 Tbs rice vinegar 4 Tsp Japanese Kewpie mayonnaise California Farm Made Kewpie Mayonnaise 4 Tsp Habanero pepper sauce 4 Tsp gari , slivered California Farm Gari Pickled Sushi Ginger 4 Tsp black caviar , Icelandic 4 Tsp soy sauce Half cup sushi rice 1 small ripe Avocado to make 8 slices 1 small persian cucumber to make 8 slices Equipment: I use a bamboo placemat to tighten the rolls, wok, steamer, lid, ziplock bag, 5 porcelain egg spoons Cost: caviar $1, anchovy paste 50 cents, dashi 50 cents, eggs 60 cents, soymilk 50 cents, avocado 50 cents, cucumber 50 cents, nori seeweed sheets 40 cents, rice, other 50 cents, per sushi roll $1.25"
Fancy Ramen Noodles,https://cookpad.com/eng/recipes/17310347,"Ingredients 45 Mins 6 servings 6 packages Ramen (chili, creamy chicken , shrimp ) 2 chicken breast 8 oz mixed mushrooms 1 bunch scallions chopped 2 Tbsp Kinder's Red Jalepeno Garlic Seasoning 1 tsp chili powder 1 tsp garlic powder 1 tsp sriracha powder 2 Tbsp sesame oil 4 Tbsp Olive oil Sesame seeds for garnish 6 eggs boiled soft - peeled (or hard if you don't like runny yokes) 6 packages Ramen (chili, creamy chicken , shrimp ) 2 chicken breast 8 oz mixed mushrooms 1 bunch scallions chopped 2 Tbsp Kinder's Red Jalepeno Garlic Seasoning 1 tsp chili powder 1 tsp garlic powder 1 tsp sriracha powder 2 Tbsp sesame oil 4 Tbsp Olive oil Sesame seeds for garnish 6 eggs boiled soft - peeled (or hard if you don't like runny yokes)"
Egg Ramen,https://cookpad.com/eng/recipes/17314562,Ingredients 1 pack ramen 5 cherry tomatoes 1 egg 1 pack ramen 5 cherry tomatoes 1 egg
